"a","ShowYourWork Init","","","000","ShowYourWork Init","1.1.3 for 2021-2022 @t1",
"e","","
","513","1659454474273","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","null","120","1659454491692","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","n","","120","1659454491693","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","n",,"121","1659454491693","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","    ","","95","1659454491698","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","",";

","125","1659454491698","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","ull;
    
    ","","125","1659454491699","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","    
    ","130","1659454491698","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","
","","130","1659454491699","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","ull","125","1659454491698","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","125","1659454491699","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","    ","95","1659454491698","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","121","1659454491794","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","e","","121","1659454491795","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","e",,"122","1659454491796","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","122","1659454491802","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","122","1659454491886","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","w","","122","1659454491887","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","w",,"123","1659454491891","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","123","1659454491895","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"124","1659454491996","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","124","1659454492000","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","124","1659454492171","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","N","","124","1659454492172","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","N",,"125","1659454492174","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","125","1659454492179","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","125","1659454492268","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","o","","125","1659454492269","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","o",,"126","1659454492270","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","126","1659454492275","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Choose Lookup Item Replace",,,"1659454492566","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","126","1659454492568","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","de","","126","1659454492569","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","(","","128","1659454492574","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",")","","129","1659454492575","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454493273","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454493372","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454493624","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454493657","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454493691","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454493725","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454493759","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454493791","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454493825","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454493922","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454494143","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up with Selection",,,"1659454494433","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up with Selection",,,"1659454494556","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up with Selection",,,"1659454494695","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up with Selection",,,"1659454494827","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Move Caret to Line Start with Selection",,,"1659454495082","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454495359","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","if (head == null) {
            head = new Node();
            head.data = data;
            return;
        }","214","1659454495360","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454495673","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","213","1659454495676","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","
       ","205","1659454495677","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454497830","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454498140","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","
","206","1659454498143","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454499759","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454499885","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454500080","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454500198","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454500450","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454500483","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454500517","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454500549","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454500583","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454500616","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454500648","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left with Selection",,,"1659454500978","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left with Selection",,,"1659454501229","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left with Selection",,,"1659454501262","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left with Selection",,,"1659454501295","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right with Selection",,,"1659454501601","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left with Selection",,,"1659454501786","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454504643","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454505051","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454505217","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454505357","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right with Selection",,,"1659454505588","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right with Selection",,,"1659454505840","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right with Selection",,,"1659454505873","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right with Selection",,,"1659454505907","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right with Selection",,,"1659454505940","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right with Selection",,,"1659454505975","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right with Selection",,,"1659454506009","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right with Selection",,,"1659454506042","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right with Selection",,,"1659454506165","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454508081","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454508241","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454508429","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right",,,"1659454508693","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right",,,"1659454508943","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right",,,"1659454508977","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right",,,"1659454509011","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right",,,"1659454509044","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right",,,"1659454509079","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right",,,"1659454509112","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right",,,"1659454509144","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right",,,"1659454509177","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454509193","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454509445","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454509479","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454509512","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454509545","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454509579","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454509759","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454510010","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454510043","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454510075","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454510224","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454510508","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right",,,"1659454510951","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454511117","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454511672","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454512224","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454512564","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454512814","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454512847","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454512879","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454512913","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Undo Backspace",,,"1659454518995","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Undo Backspace",,,"1659454519238","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","
","","206","1659454519244","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Undo Backspace",,,"1659454519441","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Undo Backspace",,,"1659454519676","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","
       ","","205","1659454519677","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","213","1659454519677","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","if (head == null) {
            head = new Node();
            head.data = data;
            return;
        }","","214","1659454519678","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Undo Choose Lookup Item Replace",,,"1659454519929","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Enter",,,"1659454545602","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","    
","","525","1659454545603","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Enter",,,"1659454545713","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","    
","","530","1659454545715","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","p","","534","1659454548644","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","p",,"535","1659454548644","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","de()","126","1659454548650","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","126","1659454548650","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","126","1659454548651","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","de()","","126","1659454548651","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","","527","1659454548650","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","532","1659454548651","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","535","1659454548723","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","u","","535","1659454548724","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","u",,"536","1659454548725","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","536","1659454548739","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","536","1659454548822","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","b","","536","1659454548823","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","b",,"537","1659454548823","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","l","","537","1659454548948","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","l",,"538","1659454548950","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","i","","538","1659454548997","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","i",,"539","1659454548998","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","c","","539","1659454549074","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","c",,"540","1659454549076","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","540","1659454549192","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"541","1659454549193","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","v","","541","1659454549278","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","v",,"542","1659454549279","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","542","1659454549284","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","542","1659454549372","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","o","","542","1659454549373","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","o",,"543","1659454549374","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","543","1659454549379","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","543","1659454549426","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","i","","543","1659454549427","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","i",,"544","1659454549428","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","d","","544","1659454549510","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","d",,"545","1659454549512","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","545","1659454549637","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"546","1659454549637","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","d","","546","1659454549705","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","d",,"547","1659454549706","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","547","1659454549711","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","547","1659454549776","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","i","","547","1659454549777","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","i",,"548","1659454549786","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","s","","548","1659454549910","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","s",,"549","1659454549911","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","p","","549","1659454549994","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","p",,"550","1659454549994","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","l","","550","1659454550421","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","l",,"551","1659454550422","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","a","","551","1659454550662","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","a",,"552","1659454550662","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","y","","552","1659454550778","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","y",,"553","1659454550778","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","(","","553","1659454557495","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",")","","554","1659454557495","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","(",,"554","1659454557496","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k",")",,"555","1659454557551","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","555","1659454557920","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"556","1659454557921","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","{","","556","1659454558161","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","}","","557","1659454558162","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","{",,"557","1659454558162","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","}",,"558","1659454558235","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454558422","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Enter",,,"1659454558616","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","
    ","","557","1659454558617","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","    
","","558","1659454558619","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","    ","","562","1659454558620","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Copy",,,"1659454568558","LinkedList.java","1.1.3 for 2021-2022 @t1",
"c","Node node = head;
        while(node.next != null) {
            node = node.next
        }",,"334","1659454568560","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Paste",,,"1659454569744","LinkedList.java","1.1.3 for 2021-2022 @t1",
"p","Node node = head;
        while(node.next != null) {
            node = node.next
        }",,"566","1659454569750","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","Node node = head;
        while(node.next != null) {
            node = node.next
        }","","566","1659454569751","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454575828","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","t","606","1659454575829","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454575951","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","x","605","1659454575952","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454576070","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","e","604","1659454576070","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454576203","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","n","603","1659454576204","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454576340","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","",".","602","1659454576341","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right",,,"1659454579272","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454579467","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right",,,"1659454579700","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right",,,"1659454579951","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right",,,"1659454579984","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right",,,"1659454580019","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right",,,"1659454580054","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right",,,"1659454580086","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right",,,"1659454580120","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right",,,"1659454580153","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right",,,"1659454580187","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right",,,"1659454580324","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454580535","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left with Selection",,,"1659454580785","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left with Selection",,,"1659454581037","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left with Selection",,,"1659454581070","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left with Selection",,,"1659454581103","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left with Selection",,,"1659454581137","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left with Selection",,,"1659454581170","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left with Selection",,,"1659454581204","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left with Selection",,,"1659454581237","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left with Selection",,,"1659454581272","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left with Selection",,,"1659454581305","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left with Selection",,,"1659454581339","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left with Selection",,,"1659454581372","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left with Selection",,,"1659454581405","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left with Selection",,,"1659454581438","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left with Selection",,,"1659454581472","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left with Selection",,,"1659454581589","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454582001","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","node = node.next","626","1659454582002","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","s","","626","1659454612357","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","s",,"627","1659454612358","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","627","1659454612363","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","627","1659454612437","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","o","","627","1659454612438","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","o",,"628","1659454612440","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","628","1659454612455","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","628","1659454612490","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","u","","628","1659454612491","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","u",,"629","1659454612492","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","t","","629","1659454612554","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","t",,"630","1659454612556","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Choose Lookup Item Replace",,,"1659454612643","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","sout","626","1659454612657","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","System.out.println();","","626","1659454612662","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","n","","645","1659454613913","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","n",,"646","1659454613913","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","646","1659454613917","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","646","1659454613973","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","o","","646","1659454613974","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","o",,"647","1659454613975","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","647","1659454613979","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","647","1659454614083","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","d","","647","1659454614084","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","d",,"648","1659454614086","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","648","1659454614091","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","648","1659454614287","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","e","","648","1659454614288","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","e",,"649","1659454614292","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",".","","649","1659454614485","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k",".",,"650","1659454614485","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","650","1659454614490","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","650","1659454614593","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","n","","650","1659454614594","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","n",,"651","1659454614595","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454615027","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","n","650","1659454615028","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","d","","650","1659454615127","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","d",,"651","1659454615128","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","a","","651","1659454615234","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","a",,"652","1659454615236","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Choose Lookup Item Replace",,,"1659454615522","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","ta","","652","1659454615526","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right",,,"1659454615736","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right",,,"1659454615913","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Enter",,,"1659454616131","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","    
        ","","665","1659454616132","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","n","","669","1659454616515","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","n",,"670","1659454616516","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","data","650","1659454616521","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","650","1659454616522","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","667","1659454616521","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","650","1659454616521","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","data","","650","1659454616522","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","670","1659454616547","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","o","","670","1659454616548","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","o",,"671","1659454616548","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","671","1659454616553","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","671","1659454616613","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","d","","671","1659454616614","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","d",,"672","1659454616614","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","672","1659454616621","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","672","1659454616756","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","e","","672","1659454616757","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","e",,"673","1659454616769","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","673","1659454616896","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"674","1659454616896","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","=","","674","1659454616929","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","=",,"675","1659454616929","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","675","1659454619965","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"676","1659454619966","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","n","","676","1659454620069","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","n",,"677","1659454620069","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","677","1659454620074","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","677","1659454620129","LinkedList.java","1.1.3 for 2021-2022 @t1",
